Line    1 | modem 1760932567     | 00000000
Line  369 | modem 1760933016     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  370 | modem 1760933016     | 11111111 11111111 00001010 01000000 00000000 00000000 00000000 00000000 00000000 11110011 00000000 00000000 00111101 11010000 11100001
Line  371 | modem 1760933017     | 11111111 11111111 00100010 01000000 00000000 00000000 00000000 00000000 00000000 11110111 00000001 00000011 00000001 00001000 00000000 00000001 00000000 00000000 00000000 00000000 00000011 00000000 00000010 00000110 00000001 00000000 00000001 00000000 00000010 00000000 00000011 00000100 00000000 00000001 00010111 00000000 10010101 00100010 00010100
Line  372 | machine 1760933017   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  373 | modem 1760933017     | 11111111 11111111 00001010 01000000 00000000 00000000 00000000 00000000 00000000 11110101 00000000 00000000 00111111 11010001 00000001
Line  374 | modem 1760933017     | 11111111 11111111 00001010 01000000 00000000 00000000 00000000 00000000 00000000 11110101 00000000 00000000 00111111 11010001 00000001
Line  375 | modem 1760933018     | 11111111 11111111 00001010 01000000 00000000 00000000 00000000 00000000 00000000 11110101 00000000 00000000 00111111 11010001 00000001
Line  376 | modem 1760933018     | 11111111 11111111 00011001 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00000000 11110000 00111000 00110110 00110010 00111000 00110001 00110111 00110000 00110110 00111000 00110011 00110110 00110111 00111001 00110100 00111001 01111110 11001100 10000001
Line  377 | machine 1760933018   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  378 | modem 1760933019     | 11111111 11111111 00100101 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00010000 00000010 00000000 00000001 01000110 00110001 00110110 01101110 01010011 01100010 01001100 01000101 00000001 00100000 11000001 11100100 01101011 00101110 11110111 10100011 11000111 11010011 10111000 10101111 00010110 01100000 10101001 10001010 11100001 01101110 01001001 01111010
Line  379 | machine 1760933019   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  380 | machine 1760933020   | 11111111 11111111 01000011 01000000 00000000 00000000 00000000 00000000 00000000 00000110 01101101 00000001 00000001 00110000 00110000 00000011 00000000 00000000 00000000 00100000 00000100 00000011 00000101 00000001 00000000 00000001 00000010 00110000 00000000 00000000 00000000 00000000 00001010 00001111 00001000 00010100 00000101 00000101 00000110 00000101 00000100 00011010 00000100 00011010 00000100 00011010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000001 00000000 00000000 00000000 00000000 00000000 00000001 00000000 01100001 11001000 10100101
Line  381 | modem 1760933020     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  382 | modem 1760933022     | 11111111 11111111 00011001 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00000000 11110000 00111000 00110110 00110010 00111000 00110001 00110111 00110000 00110110 00111000 00110011 00110110 00110111 00111001 00110100 00111001 01111110 11001100 10000001
Line  383 | machine 1760933022   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  384 | modem 1760933024     | 11111111 11111111 00100000 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00010000 00000000 01101000 11110101 10110100 10100000 00000111 11101001 00001010 00010100 00001100 00000011 00101100 00000010 00000000 00001000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 10000101 00101001 11000000
Line  385 | machine 1760933024   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  386 | modem 1760933026     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00001001 01010001 01100100 10000000
Line  387 | machine 1760933026   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  388 | modem 1760933026     | 11111111 11111111 00011001 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00000000 11110000 00111000 00110110 00110010 00111000 00110001 00110111 00110000 00110110 00111000 00110011 00110110 00110111 00111001 00110100 00111001 01111110 11001100 10000001
Line  389 | machine 1760933026   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  390 | modem 1760933035     | 11111111 11111111 00100010 01000000 00000000 00000000 00000000 00000000 00000000 11110111 00000001 00000011 00000001 00001000 00000000 00000001 00000000 00000000 00000000 00000000 00000011 00000000 00000010 00000110 00000001 00000000 00000001 00000000 00000010 00000000 00000011 00000100 00000000 00000010 00010110 00000000 10010101 10110010 11100101
Line  391 | machine 1760933035   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  392 | modem 1760933035     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 11101011 00110011 00101101 00000000
Line  393 | machine 1760933035   | 11111111 11111111 00101110 01000000 00000000 00000000 00000000 00000000 00000000 11101100 01000011 01000101 01000001 01000010 00111001 01010101 01010001 00110000 00110000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00110000 00110000 00110000 00110000 00110000 00110000 00110010 00110000 00110010 00110100 00110001 00110010 00110010 00110100 00000010 00100010 00000001 00000000 01111010 01100011 00011011
Line  394 | modem 1760933035     | 11111111 11111111 00001001 01000000 00000000 00000000 00000000 00000000 00000000 11101001 00000000 00110010 11110000 00100001
Line  395 | machine 1760933035   | 11111111 11111111 00101100 01000000 00000000 00000000 00000000 00000000 00000000 11101010 00000000 00110000 00110000 00110010 00110001 00111000 00110000 00110000 00110000 00110111 00111000 01000101 01001000 01000100 00110101 00110001 00110000 00111000 01000100 01010101 01011010 00110000 00110000 00110000 00110000 00110000 00110000 00110010 00110000 00110010 00110100 00110001 00110010 00110010 00110100 00000001 10010100 10001000 01011000
Line  396 | modem 1760933037     | 11111111 11111111 00100010 01000000 00000000 00000000 00000000 00000000 00000000 11110111 00000001 00000011 00000001 00001000 00000000 00000001 00000000 00000000 00000000 00000000 00000011 00000000 00000010 00000110 00000001 00000000 00000001 00000000 00000010 00000000 00000011 00000100 00000000 00000010 00010110 00000000 10010101 10110010 11100101
Line  397 | machine 1760933037   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  398 | modem 1760933073     | 00000000
Line  399 | machine 1760933073   | 00000000
Line  400 | machine 1760933073   | 11111111 11111111 00010010 01000000 00000000 00000000 00000000 00000000 00000000 00000100 00001111 01011010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 10111111 00001010 00110011
Line  401 | modem 1760933074     | 11111111 11111111 00001010 00000000 00000000 00000000 00000000 00000000 00000000 01100001 00000000 00000111 01110010
Line  402 | machine 1760933075   | 11111111 11111111 00101110 01000000 00000000 00000000 00000000 00000000 00000000 01100010 01000101 00101011 00101011 00110010 00101110 00110001 00110111 00000000 00110010 00110000 00110010 00110100 00110001 00110010 00110010 00110100 11110001 00000000 00000000 00110000 00110000 00110000 00110000 00110000 00110000 00110000 00110001 00000000 01010101 00101101 01010111 01001101 01010100 00000000 00000000 00000000 00000000 00001100 10111100 01110100 10010001
Line  403 | modem 1760933075     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 01110000 10111000 10000110 01000001
Line  404 | machine 1760933075   | 11111111 11111111 00101000 01000000 00000000 00000000 00000000 00000000 00000000 01110001 00100000 00011100 01010001 10001001 00001100 00110001 11000011 00001000 00000101 00000011 00000000 00100001 10000000 00000000 01111000 01000101 00000000 00000000 00000000 00000011 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 01000000 10100000 11111111 01010101 10000111
Line  405 | modem 1760933075     | 11111111 11111111 00001010 01000000 00000000 00000000 00000000 00000000 00000000 00000001 01001101 00000001 10011001 10110011 10110100
Line  406 | machine 1760933075   | 11111111 11111111 01000011 01000000 00000000 00000000 00000000 00000000 00000000 00000010 01101101 00000001 00000001 00110000 00010000 00000011 00000000 00000000 00000000 00100000 00000100 00000011 00000101 00000001 00000000 00000001 00000010 00110000 00000000 00000000 00000000 00000000 00001010 00001111 00001000 00010100 00000101 00000101 00000110 00000101 00000100 00011010 00000100 00011010 00000100 00011010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000001 00000000 00000000 00000000 00000000 00000000 00000001 00000000 00111101 10001101 11110100
Line  407 | modem 1760933075     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 01110011 10111011 10000111 00000001
Line  408 | machine 1760933075   | 11111111 11111111 01000110 01000000 00000000 00000000 00000000 00000000 00000000 00000110 01101101 00000010 00000000 00000000 00000000 00000001 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000100 00000001 00000010 00000001 00000000 00000000 00000000 00000000 00001010 00001111 00001000 00000111 00000101 00000101 00000101 00000000 00000001 01101001 00000000 00000000 00000000 00100100 00000001 01001100 00100100 00000010 00000001 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00111101 01100111 01000000
Line  409 | modem 1760933075     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  410 | machine 1760933075   | 11111111 11111111 00010010 01000000 00000000 00000000 00000000 00000000 00000000 01110100 00001111 01011010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00101111 11001011 10011001
Line  411 | machine 1760933078   | 11111111 11111111 01000011 01000000 00000000 00000000 00000000 00000000 00000000 00000110 01101101 00000001 00000001 00110000 00010000 00000011 00000000 00000000 00000000 00100000 00000100 00000011 00000101 00000001 00000000 00000001 00000010 00110000 00000000 00000000 00000000 00000000 00001010 00001111 00001000 00010100 00000101 00000101 00000110 00000101 00000100 00011010 00000100 00011010 00000100 00011010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000001 00000000 00000000 00000000 00000000 00000000 00000001 00000000 01000001 01111101 11110000
Line  412 | modem 1760933078     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  413 | modem 1760933078     | 11111111 11111111 00011001 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00000000 11110000 00111000 00110110 00110010 00111000 00110001 00110111 00110000 00110110 00111000 00110011 00110110 00110111 00111001 00110100 00111001 01111110 11001100 10000001
Line  414 | machine 1760933078   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  415 | modem 1760933082     | 11111111 11111111 00011001 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00000000 11110000 00111000 00110110 00110010 00111000 00110001 00110111 00110000 00110110 00111000 00110011 00110110 00110111 00111001 00110100 00111001 01111110 11001100 10000001
Line  416 | machine 1760933082   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  417 | machine 1760933084   | 11111111 11111111 00100101 01000000 00000000 00000000 00000000 00000000 00000000 00010010 00010000 00000010 00000000 00000001 10001000 11111101 10011100 10000010 11101011 11111000 01001011 11111000 00000001 10010010 01011110 00010111 01010011 01110100 00101000 01000100 00010111 11100101 11100111 01011001 01011101 11001100 10110000 00101001 10001010 01010110 11011100 11100110
Line  418 | modem 1760933084     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  419 | modem 1760933085     | 11111111 11111111 00001010 01000000 00000000 00000000 00000000 00000000 00000000 11110011 00000000 00000000 00111101 11010000 11100001
Line  420 | modem 1760933085     | 11111111 11111111 00100010 01000000 00000000 00000000 00000000 00000000 00000000 11110111 00000001 00000011 00000001 00001000 00000000 00000001 00000000 00000000 00000000 00000000 00000011 00000000 00000010 00000110 00000001 00000000 00000001 00000000 00000010 00000000 00000011 00000100 00000000 00000010 00011011 00000000 10011010 00100010 11100001
